Order_ID,Product_ID,Product_Category,Product_Price,User_ID,User_Location,User_Age,User_Gender,Payment_Method,Shipping_Method,Discount_Applied,Returned_Flag,Return_Prob
ORD00000680,PROD00000680,Toys,262.65,USER00000680,City2,24,Female,Gift Card,Express,39.9,1,0.5384464909298691
ORD00000681,PROD00000681,Home,66.56,USER00000681,City73,36,Male,Credit Card,Next-Day,28.39,0,0.5180835377895803
ORD00000684,PROD00000684,Clothing,440.06,USER00000684,City27,31,Male,Credit Card,Next-Day,1.13,1,0.507660246556623
ORD00000686,PROD00000686,Toys,406.61,USER00000686,City16,44,Female,Debit Card,Next-Day,39.85,1,0.5217211003770643
ORD00000687,PROD00000687,Books,173.06,USER00000687,City77,35,Female,Credit Card,Express,49.74,1,0.5529886007455797
ORD00000688,PROD00000688,Clothing,374.94,USER00000688,City44,61,Female,Gift Card,Next-Day,15.68,1,0.506450313653143
ORD00000689,PROD00000689,Clothing,101.48,USER00000689,City32,42,Male,PayPal,Standard,47.22,1,0.5390186151612415
ORD00000690,PROD00000690,Toys,166.33,USER00000690,City87,53,Male,PayPal,Standard,47.4,1,0.5057286233403455
ORD00000692,PROD00000692,Toys,123.74,USER00000692,City86,35,Male,PayPal,Standard,40.38,1,0.5093206762475045
ORD00000695,PROD00000695,Books,279.66,USER00000695,City78,39,Female,Gift Card,Express,42.02,0,0.5362003806734827
ORD00000696,PROD00000696,Home,139.38,USER00000696,City95,62,Female,Credit Card,Express,37.57,0,0.5075375354133546
ORD00000697,PROD00000697,Electronics,358.74,USER00000697,City41,40,Male,Credit Card,Express,30.25,1,0.522683603569807
ORD00000699,PROD00000699,Electronics,165.61,USER00000699,City92,37,Male,Debit Card,Standard,21.51,0,0.5188441137186934
ORD00000700,PROD00000700,Books,31.92,USER00000700,City17,20,Male,Gift Card,Next-Day,0.36,0,0.5017462314431991
ORD00000702,PROD00000702,Clothing,285.89,USER00000702,City71,47,Female,Credit Card,Standard,6.05,0,0.508924674088073
ORD00000703,PROD00000703,Electronics,58.29,USER00000703,City67,25,Female,Credit Card,Express,31.68,1,0.5412783732927905
ORD00000704,PROD00000704,Toys,268.57,USER00000704,City8,67,Female,Debit Card,Express,35.66,1,0.5064493406981145
ORD00000705,PROD00000705,Clothing,415.86,USER00000705,City60,18,Male,Debit Card,Express,32.67,0,0.557616975121512
ORD00000706,PROD00000706,Books,488.11,USER00000706,City95,38,Female,Credit Card,Express,15.52,1,0.5038335468408908
ORD00000707,PROD00000707,Books,45.84,USER00000707,City94,50,Female,Debit Card,Express,38.72,1,0.5361742536054637
ORD00000708,PROD00000708,Toys,355.98,USER00000708,City40,64,Female,Gift Card,Express,44.82,0,0.5187438043006205
ORD00000709,PROD00000709,Clothing,228.78,USER00000709,City67,34,Female,Credit Card,Next-Day,10.66,0,0.5268148713972857
ORD00000710,PROD00000710,Books,6.99,USER00000710,City37,23,Female,Gift Card,Next-Day,11.14,1,0.5158801736370232
ORD00000712,PROD00000712,Clothing,151.65,USER00000712,City15,31,Female,Credit Card,Express,44.37,1,0.570544992889606
ORD00000714,PROD00000714,Books,116.07,USER00000714,City45,56,Female,Gift Card,Next-Day,15.25,1,0.5054013960779403
ORD00000715,PROD00000715,Toys,313.9,USER00000715,City58,21,Male,Gift Card,Next-Day,36.89,0,0.5360763990258414
ORD00000716,PROD00000716,Books,256.35,USER00000716,City99,42,Male,Debit Card,Standard,25.35,1,0.5160039869443754
ORD00000721,PROD00000721,Clothing,9.08,USER00000721,City59,32,Male,Credit Card,Standard,11.44,1,0.5321090785827249
ORD00000722,PROD00000722,Electronics,467.97,USER00000722,City20,19,Female,Debit Card,Express,20.04,1,0.5153345243207208
ORD00000723,PROD00000723,Clothing,78.14,USER00000723,City21,60,Male,Debit Card,Next-Day,7.9,1,0.5158607489274187
ORD00000724,PROD00000724,Toys,257.46,USER00000724,City80,59,Female,Credit Card,Standard,38.5,0,0.5118957350251121
ORD00000725,PROD00000725,Books,42.72,USER00000725,City58,40,Female,Debit Card,Standard,21.38,1,0.5185124465312234
ORD00000726,PROD00000726,Clothing,336.92,USER00000726,City35,26,Male,PayPal,Express,45.48,0,0.5418227128324936
ORD00000727,PROD00000727,Home,200.71,USER00000727,City64,43,Female,Debit Card,Standard,34.06,0,0.5179730718395279
ORD00000729,PROD00000729,Clothing,483.14,USER00000729,City45,51,Female,Debit Card,Next-Day,12.51,0,0.5140128380727188
ORD00000731,PROD00000731,Home,214.66,USER00000731,City10,55,Female,Debit Card,Next-Day,48.8,0,0.526599755158875
ORD00000734,PROD00000734,Clothing,431.87,USER00000734,City42,25,Female,Gift Card,Standard,16.08,0,0.530121044771969
ORD00000735,PROD00000735,Home,100.78,USER00000735,City94,33,Male,Gift Card,Next-Day,27.02,1,0.514295306813686
ORD00000736,PROD00000736,Clothing,94.91,USER00000736,City1,50,Male,Gift Card,Express,6.09,1,0.5138328138664106
ORD00000737,PROD00000737,Clothing,306.82,USER00000737,City49,39,Male,Gift Card,Express,24.81,0,0.5354493091869084
ORD00000740,PROD00000740,Clothing,403.35,USER00000740,City74,29,Female,Gift Card,Next-Day,48.18,1,0.5740854360334383
ORD00000741,PROD00000741,Home,74.26,USER00000741,City88,23,Male,Credit Card,Next-Day,19.77,1,0.5124722424173986
ORD00000743,PROD00000743,Home,36.7,USER00000743,City31,26,Female,Gift Card,Next-Day,19.43,1,0.507656259456341
ORD00000744,PROD00000744,Toys,490.19,USER00000744,City28,67,Female,Credit Card,Express,48.43,0,0.5172622204030586
ORD00000745,PROD00000745,Electronics,303.85,USER00000745,City3,35,Male,PayPal,Standard,40.96,1,0.5100862786828005
ORD00000746,PROD00000746,Clothing,258.65,USER00000746,City91,63,Female,Debit Card,Standard,34.13,0,0.5368095329850852
ORD00000747,PROD00000747,Toys,264.42,USER00000747,City65,26,Male,Credit Card,Express,47.41,0,0.5485668643960822
ORD00000749,PROD00000749,Electronics,355.27,USER00000749,City86,70,Female,Credit Card,Express,49.57,1,0.5346564166023107
ORD00000750,PROD00000750,Home,357.52,USER00000750,City55,47,Male,Credit Card,Next-Day,35.59,1,0.5102143214337591
ORD00000751,PROD00000751,Books,20.62,USER00000751,City20,26,Female,Gift Card,Express,1.89,0,0.5010532869183532
ORD00000752,PROD00000752,Electronics,175.24,USER00000752,City16,22,Male,Debit Card,Express,35.84,1,0.545742453091878
ORD00000753,PROD00000753,Books,23.73,USER00000753,City10,28,Female,Gift Card,Standard,15.83,1,0.5187947783786789
ORD00000754,PROD00000754,Books,454.4,USER00000754,City68,58,Female,Gift Card,Standard,44.65,1,0.5245347227999784
ORD00000755,PROD00000755,Books,239.86,USER00000755,City12,30,Female,Gift Card,Express,27.06,1,0.5280275323113215
ORD00000757,PROD00000757,Toys,20.02,USER00000757,City78,19,Male,Credit Card,Next-Day,14.89,1,0.5238746197512354
ORD00000759,PROD00000759,Electronics,35.7,USER00000759,City84,49,Female,PayPal,Express,43.26,1,0.5206201505639544
ORD00000760,PROD00000760,Home,53.44,USER00000760,City89,59,Male,Debit Card,Next-Day,42.2,1,0.5202459908493784
ORD00000763,PROD00000763,Clothing,165.6,USER00000763,City17,53,Female,Credit Card,Express,47.79,1,0.5652039485746799
ORD00000764,PROD00000764,Clothing,229.86,USER00000764,City69,49,Female,Debit Card,Standard,14.42,0,0.5164650132427133
ORD00000765,PROD00000765,Clothing,448.82,USER00000765,City70,19,Female,Gift Card,Standard,4.63,1,0.5117581609362739
ORD00000766,PROD00000766,Home,241.36,USER00000766,City84,18,Female,Debit Card,Next-Day,33.18,1,0.5261538063629161
ORD00000767,PROD00000767,Home,421.33,USER00000767,City48,36,Male,Debit Card,Express,47.02,1,0.5296081068075893
ORD00000769,PROD00000769,Clothing,29.51,USER00000769,City74,21,Male,PayPal,Express,3.39,0,0.5052144991023422
ORD00000772,PROD00000772,Home,365.79,USER00000772,City21,50,Male,Debit Card,Next-Day,46.28,0,0.5222107257567152
ORD00000773,PROD00000773,Books,345.98,USER00000773,City5,62,Male,Credit Card,Express,31.3,0,0.5136071616492912
ORD00000774,PROD00000774,Electronics,5.45,USER00000774,City99,50,Female,Gift Card,Express,13.69,0,0.5078905896506829
ORD00000775,PROD00000775,Books,198.82,USER00000775,City70,52,Male,Gift Card,Next-Day,22.94,1,0.5075141208790093
ORD00000776,PROD00000776,Electronics,201.18,USER00000776,City47,28,Male,Debit Card,Next-Day,49.36,0,0.5675378301852488
ORD00000777,PROD00000777,Toys,415.28,USER00000777,City54,19,Female,Debit Card,Express,20.92,1,0.5119186255482936
ORD00000778,PROD00000778,Electronics,153.98,USER00000778,City60,18,Male,Gift Card,Express,24.49,0,0.5357312469346004
ORD00000779,PROD00000779,Books,193.53,USER00000779,City50,42,Male,Debit Card,Express,9.48,1,0.5031438288554034
ORD00000780,PROD00000780,Home,33.34,USER00000780,City84,41,Female,Debit Card,Express,24.34,1,0.5138268560264393
ORD00000782,PROD00000782,Home,338.78,USER00000782,City89,66,Male,Gift Card,Next-Day,42.94,1,0.5059800541528154
ORD00000783,PROD00000783,Toys,80.15,USER00000783,City56,29,Male,Debit Card,Standard,14.42,0,0.5046370205001862
ORD00000784,PROD00000784,Home,312.04,USER00000784,City92,43,Male,Debit Card,Express,47.52,1,0.5319644757261015
ORD00000785,PROD00000785,Clothing,128.61,USER00000785,City49,53,Female,Gift Card,Standard,49.91,0,0.563174087286449
ORD00000786,PROD00000786,Books,250.63,USER00000786,City1,39,Female,Debit Card,Next-Day,44.42,1,0.5434841535972299
ORD00000787,PROD00000787,Toys,124.8,USER00000787,City92,45,Female,Debit Card,Express,30.38,1,0.5162754392900524
ORD00000790,PROD00000790,Clothing,484.56,USER00000790,City39,46,Female,Debit Card,Standard,32.69,1,0.5353020916256116
ORD00000791,PROD00000791,Books,52.52,USER00000791,City18,30,Female,Gift Card,Express,40.92,0,0.550602858457177
ORD00000792,PROD00000792,Electronics,455.97,USER00000792,City3,61,Male,Debit Card,Standard,43.91,1,0.5249497694934072
ORD00000793,PROD00000793,Electronics,421.45,USER00000793,City43,36,Female,Credit Card,Express,18.86,0,0.5111749683820946
ORD00000794,PROD00000794,Clothing,472.77,USER00000794,City89,37,Male,Gift Card,Next-Day,43.55,1,0.5533454419777503
ORD00000795,PROD00000795,Books,107.28,USER00000795,City30,59,Male,Credit Card,Express,49.83,0,0.5395646255622678
ORD00000798,PROD00000798,Toys,33.61,USER00000798,City57,62,Female,Credit Card,Next-Day,28.97,1,0.5115712391463627
ORD00000799,PROD00000799,Books,133.34,USER00000799,City39,28,Male,PayPal,Standard,48.33,1,0.5308925637642494
ORD00000801,PROD00000801,Home,131.3,USER00000801,City54,20,Male,Credit Card,Next-Day,19.11,1,0.5157906035992588
ORD00000805,PROD00000805,Electronics,295.21,USER00000805,City46,35,Female,PayPal,Next-Day,25.46,1,0.5014332428964335
ORD00000808,PROD00000808,Books,438.07,USER00000808,City58,29,Male,Debit Card,Express,35.34,1,0.5342115095369312
ORD00000809,PROD00000809,Electronics,481.63,USER00000809,City60,21,Female,Credit Card,Next-Day,40.0,1,0.5506537361886475
ORD00000812,PROD00000812,Home,98.15,USER00000812,City2,20,Male,Debit Card,Express,10.83,1,0.5016024786157652
ORD00000813,PROD00000813,Electronics,469.16,USER00000813,City68,43,Male,PayPal,Express,39.01,1,0.5022924136124204
ORD00000814,PROD00000814,Clothing,155.7,USER00000814,City43,38,Female,Debit Card,Next-Day,27.91,0,0.5495814084241194
ORD00000815,PROD00000815,Home,115.73,USER00000815,City23,67,Female,Credit Card,Standard,38.17,0,0.5025179778348455
ORD00000818,PROD00000818,Electronics,6.29,USER00000818,City77,55,Female,Gift Card,Standard,40.58,0,0.5385775472540602
ORD00000819,PROD00000819,Books,197.21,USER00000819,City16,24,Male,Gift Card,Standard,7.88,1,0.5036776807269269
ORD00000821,PROD00000821,Books,486.34,USER00000821,City66,42,Female,Credit Card,Next-Day,33.46,1,0.5252335508422976
ORD00000822,PROD00000822,Clothing,414.62,USER00000822,City26,52,Female,Credit Card,Express,27.89,0,0.5267958547451148
ORD00000823,PROD00000823,Electronics,122.95,USER00000823,City48,44,Male,Credit Card,Standard,34.04,0,0.5278892468839524
ORD00000824,PROD00000824,Clothing,271.1,USER00000824,City82,18,Male,Credit Card,Express,38.38,1,0.5699288971060665
ORD00000825,PROD00000825,Clothing,74.22,USER00000825,City98,60,Female,PayPal,Express,44.99,1,0.534680030290823
ORD00000826,PROD00000826,Electronics,397.49,USER00000826,City49,48,Female,Debit Card,Next-Day,40.89,1,0.5295238514151902
ORD00000827,PROD00000827,Home,227.92,USER00000827,City67,20,Female,Gift Card,Express,27.46,1,0.5147578002016915
ORD00000829,PROD00000829,Clothing,432.09,USER00000829,City68,59,Male,Credit Card,Express,16.12,1,0.5075631967816615
ORD00000830,PROD00000830,Electronics,489.06,USER00000830,City15,25,Female,Gift Card,Standard,29.77,1,0.5281059348208159
ORD00000833,PROD00000833,Clothing,72.94,USER00000833,City59,44,Male,Debit Card,Standard,39.66,1,0.5613921969979244
ORD00000837,PROD00000837,Toys,169.56,USER00000837,City18,28,Female,Gift Card,Express,44.65,1,0.5454588953703153
ORD00000840,PROD00000840,Clothing,464.14,USER00000840,City43,42,Male,Credit Card,Express,7.42,1,0.5012985572439796
ORD00000841,PROD00000841,Electronics,182.33,USER00000841,City53,25,Male,Gift Card,Next-Day,27.81,0,0.5371850529734561
ORD00000842,PROD00000842,Clothing,494.3,USER00000842,City95,43,Male,Gift Card,Standard,49.71,1,0.5573440959220441
ORD00000846,PROD00000846,Home,424.75,USER00000846,City34,36,Male,Credit Card,Express,42.18,1,0.5208203216112245
ORD00000847,PROD00000847,Books,261.33,USER00000847,City38,33,Male,PayPal,Standard,29.14,0,0.5002165504605238
ORD00000848,PROD00000848,Books,491.06,USER00000848,City35,20,Male,Credit Card,Standard,49.52,1,0.5484121268695742
ORD00000849,PROD00000849,Home,217.88,USER00000849,City76,65,Male,Gift Card,Next-Day,45.89,0,0.5104562325044972
ORD00000851,PROD00000851,Toys,64.06,USER00000851,City93,37,Female,Credit Card,Express,40.97,0,0.5392925253328862
ORD00000852,PROD00000852,Books,38.9,USER00000852,City35,22,Female,PayPal,Express,26.07,0,0.5155555332787886
ORD00000853,PROD00000853,Toys,214.44,USER00000853,City100,46,Male,Debit Card,Standard,47.07,1,0.5384551635324366
ORD00000856,PROD00000856,Electronics,193.15,USER00000856,City22,70,Male,Credit Card,Standard,34.02,0,0.5134394983897139
ORD00000859,PROD00000859,Toys,9.65,USER00000859,City55,51,Male,Gift Card,Next-Day,15.33,1,0.5021507981072543
ORD00000860,PROD00000860,Clothing,110.88,USER00000860,City33,37,Female,Debit Card,Express,44.98,1,0.5692374870900768
ORD00000863,PROD00000863,Electronics,77.46,USER00000863,City90,30,Male,Debit Card,Express,31.83,0,0.5390255225719874
ORD00000864,PROD00000864,Home,83.12,USER00000864,City54,33,Female,Credit Card,Standard,39.58,1,0.5311445727172168
ORD00000866,PROD00000866,Books,119.68,USER00000866,City65,57,Male,Debit Card,Standard,47.17,0,0.5357215769448459
ORD00000867,PROD00000867,Clothing,229.45,USER00000867,City82,61,Female,Debit Card,Next-Day,6.06,1,0.5040340097833812
ORD00000869,PROD00000869,Clothing,5.48,USER00000869,City36,53,Male,Credit Card,Standard,4.55,0,0.5144396560414406
ORD00000870,PROD00000870,Home,72.82,USER00000870,City11,64,Male,Credit Card,Express,39.09,0,0.5140295313697425
ORD00000872,PROD00000872,Clothing,177.02,USER00000872,City86,34,Male,Debit Card,Next-Day,16.45,0,0.5354100315932755
ORD00000873,PROD00000873,Books,363.96,USER00000873,City91,21,Female,Gift Card,Next-Day,27.85,1,0.5262364171132274
ORD00000876,PROD00000876,Electronics,48.1,USER00000876,City8,56,Female,Debit Card,Next-Day,35.56,1,0.5365440146774293
ORD00000877,PROD00000877,Toys,142.5,USER00000877,City82,63,Female,Gift Card,Express,48.58,1,0.523242052293491
ORD00000878,PROD00000878,Home,248.88,USER00000878,City77,22,Female,Debit Card,Express,23.35,1,0.5080004556715575
ORD00000880,PROD00000880,Electronics,195.92,USER00000880,City58,24,Female,Gift Card,Standard,10.94,1,0.5145665494159277
ORD00000881,PROD00000881,Clothing,15.61,USER00000881,City13,35,Female,Debit Card,Express,9.41,1,0.5254971162367829
ORD00000883,PROD00000883,Clothing,54.98,USER00000883,City53,41,Male,Debit Card,Express,42.0,0,0.5682147449948484
ORD00000884,PROD00000884,Electronics,313.42,USER00000884,City48,23,Male,Credit Card,Express,5.52,1,0.5068851366489355
ORD00000885,PROD00000885,Clothing,235.24,USER00000885,City57,21,Female,Credit Card,Standard,28.08,1,0.549234812587207
ORD00000886,PROD00000886,Toys,141.31,USER00000886,City32,26,Male,Credit Card,Next-Day,39.92,0,0.543529658409516
ORD00000887,PROD00000887,Home,169.26,USER00000887,City74,56,Male,Gift Card,Next-Day,42.34,0,0.5175264968949509
ORD00000890,PROD00000890,Clothing,23.11,USER00000890,City32,40,Female,Debit Card,Next-Day,22.31,1,0.5414517992539076
ORD00000891,PROD00000891,Books,359.94,USER00000891,City61,22,Male,Debit Card,Next-Day,31.9,1,0.5393637924942176
ORD00000892,PROD00000892,Books,67.2,USER00000892,City34,50,Male,PayPal,Express,35.67,0,0.5042636778063952
ORD00000893,PROD00000893,Home,47.46,USER00000893,City50,36,Male,Gift Card,Express,47.83,1,0.5390411829808879
ORD00000895,PROD00000895,Books,76.37,USER00000895,City86,57,Female,Credit Card,Express,17.45,1,0.5048716857420498
ORD00000896,PROD00000896,Electronics,35.97,USER00000896,City65,53,Female,Gift Card,Standard,12.54,0,0.504238823347625
ORD00000898,PROD00000898,Toys,468.12,USER00000898,City34,30,Female,PayPal,Next-Day,35.66,0,0.5009321540809318
ORD00000899,PROD00000899,Clothing,19.96,USER00000899,City29,68,Female,Debit Card,Express,12.06,0,0.5146940824789368
ORD00000900,PROD00000900,Home,59.07,USER00000900,City79,50,Male,Credit Card,Next-Day,26.95,1,0.5055256688326261
ORD00000901,PROD00000901,Clothing,396.84,USER00000901,City100,42,Male,Credit Card,Next-Day,14.84,0,0.5224649291760037
ORD00000903,PROD00000903,Toys,414.58,USER00000903,City83,23,Male,Credit Card,Next-Day,37.43,1,0.5280750624124226
ORD00000905,PROD00000905,Toys,27.41,USER00000905,City81,43,Male,Credit Card,Express,22.93,1,0.5166279819695676
ORD00000906,PROD00000906,Clothing,242.74,USER00000906,City34,33,Female,Credit Card,Next-Day,41.85,1,0.5717329705791788
ORD00000911,PROD00000911,Electronics,188.0,USER00000911,City30,54,Male,Debit Card,Standard,23.6,1,0.5144922510038509
ORD00000912,PROD00000912,Books,394.27,USER00000912,City27,45,Female,Debit Card,Standard,46.91,0,0.5383756436494587
ORD00000913,PROD00000913,Clothing,177.24,USER00000913,City93,63,Female,Gift Card,Express,36.53,1,0.5413842682538581
ORD00000914,PROD00000914,Home,481.7,USER00000914,City99,23,Male,Credit Card,Express,47.15,0,0.5377332214011893
ORD00000916,PROD00000916,Clothing,170.22,USER00000916,City46,39,Female,Debit Card,Standard,15.19,0,0.5258593633912089
ORD00000918,PROD00000918,Clothing,399.54,USER00000918,City81,43,Female,PayPal,Express,37.73,0,0.5220085069422836
ORD00000922,PROD00000922,Electronics,279.62,USER00000922,City89,30,Male,Gift Card,Standard,24.21,1,0.5198712559787239
ORD00000923,PROD00000923,Books,166.66,USER00000923,City58,25,Male,Credit Card,Next-Day,45.27,1,0.5572648035572374
ORD00000924,PROD00000924,Toys,113.52,USER00000924,City95,63,Female,Gift Card,Next-Day,37.41,1,0.5164997098912587
ORD00000927,PROD00000927,Clothing,467.27,USER00000927,City17,52,Female,Credit Card,Next-Day,43.59,1,0.5478882787482939
ORD00000928,PROD00000928,Toys,145.79,USER00000928,City1,24,Female,Credit Card,Standard,45.43,0,0.5532396447910103
ORD00000929,PROD00000929,Books,293.1,USER00000929,City36,41,Male,Debit Card,Next-Day,48.83,1,0.5541114849610089
ORD00000931,PROD00000931,Electronics,355.83,USER00000931,City70,68,Female,Gift Card,Express,33.56,1,0.5035917367131966
ORD00000934,PROD00000934,Clothing,55.53,USER00000934,City34,65,Female,Debit Card,Express,1.79,0,0.5040071272633778
ORD00000935,PROD00000935,Clothing,119.12,USER00000935,City79,56,Male,Gift Card,Express,27.23,1,0.528205139276102
ORD00000937,PROD00000937,Books,411.5,USER00000937,City39,35,Male,Debit Card,Standard,33.22,0,0.5251342015445247
ORD00000938,PROD00000938,Books,167.34,USER00000938,City43,29,Female,Gift Card,Standard,44.16,1,0.545709666185361
ORD00000939,PROD00000939,Home,390.63,USER00000939,City57,48,Female,Credit Card,Next-Day,42.15,0,0.5179839640237844
ORD00000940,PROD00000940,Toys,489.35,USER00000940,City62,21,Male,Gift Card,Next-Day,29.54,0,0.5136766597534663
ORD00000941,PROD00000941,Clothing,403.01,USER00000941,City24,29,Female,Debit Card,Next-Day,47.34,0,0.5715096201391543
ORD00000942,PROD00000942,Clothing,459.64,USER00000942,City85,33,Female,PayPal,Standard,31.73,0,0.5103845072330183
ORD00000945,PROD00000945,Clothing,71.42,USER00000945,City87,51,Male,Credit Card,Express,46.94,1,0.5634111252031921
ORD00000950,PROD00000950,Clothing,14.17,USER00000950,City90,21,Female,Credit Card,Next-Day,41.7,0,0.580508945107249
ORD00000952,PROD00000952,Home,222.77,USER00000952,City98,26,Female,Credit Card,Express,23.53,1,0.5130305674432802
ORD00000954,PROD00000954,Electronics,218.3,USER00000954,City18,67,Female,Gift Card,Standard,44.87,1,0.5247926177415491
ORD00000955,PROD00000955,Books,338.7,USER00000955,City38,60,Female,Credit Card,Express,25.71,0,0.5065995357381229
ORD00000957,PROD00000957,Home,63.59,USER00000957,City97,31,Male,Debit Card,Express,47.26,0,0.5393034829095585
ORD00000958,PROD00000958,Toys,191.49,USER00000958,City55,30,Male,Gift Card,Next-Day,37.26,1,0.5309832426839609
ORD00000960,PROD00000960,Clothing,393.56,USER00000960,City46,28,Female,PayPal,Standard,47.63,0,0.5388405885848913
ORD00000963,PROD00000963,Books,210.37,USER00000963,City95,19,Male,PayPal,Express,41.08,1,0.5277923941259984
ORD00000964,PROD00000964,Electronics,197.92,USER00000964,City67,22,Female,Gift Card,Express,23.22,0,0.5331577223337262
ORD00000965,PROD00000965,Books,60.24,USER00000965,City57,24,Female,Credit Card,Next-Day,17.63,1,0.5288312611235338
ORD00000966,PROD00000966,Home,284.85,USER00000966,City59,41,Female,Debit Card,Express,29.37,1,0.5070594539044603
ORD00000967,PROD00000967,Books,307.78,USER00000967,City81,61,Female,Debit Card,Express,41.58,0,0.5302011641580621
ORD00000968,PROD00000968,Electronics,485.51,USER00000968,City64,26,Female,PayPal,Next-Day,45.95,0,0.5227575245903978
ORD00000969,PROD00000969,Electronics,351.87,USER00000969,City17,63,Female,Credit Card,Standard,26.2,0,0.5028643153463869
ORD00000970,PROD00000970,Clothing,213.75,USER00000970,City39,20,Male,Debit Card,Standard,30.05,0,0.5609543411285386
ORD00000974,PROD00000974,Home,136.3,USER00000974,City63,27,Male,Debit Card,Express,43.7,0,0.5388877273026456
ORD00000975,PROD00000975,Home,332.63,USER00000975,City52,60,Female,Debit Card,Next-Day,46.56,0,0.5184937548293581
ORD00000980,PROD00000980,Books,357.82,USER00000980,City97,36,Female,Gift Card,Express,15.35,0,0.5047099829060979
ORD00000982,PROD00000982,Home,293.47,USER00000982,City3,31,Female,Credit Card,Standard,19.06,1,0.5001570500516969
ORD00000984,PROD00000984,Toys,89.22,USER00000984,City81,70,Male,Debit Card,Next-Day,41.56,1,0.5159041930541992
ORD00000988,PROD00000988,Clothing,420.84,USER00000988,City78,31,Female,Credit Card,Next-Day,5.14,1,0.5124154390116494
ORD00000989,PROD00000989,Electronics,190.42,USER00000989,City78,62,Male,Credit Card,Next-Day,35.55,0,0.5287334622539759
ORD00000990,PROD00000990,Toys,430.94,USER00000990,City38,33,Male,Debit Card,Next-Day,28.47,1,0.5140133544758556
ORD00000991,PROD00000991,Electronics,483.65,USER00000991,City22,40,Male,PayPal,Express,42.83,0,0.5108373201449322
ORD00000992,PROD00000992,Toys,370.47,USER00000992,City29,38,Male,Debit Card,Standard,47.05,1,0.5378500526012289
ORD00000993,PROD00000993,Books,22.32,USER00000993,City16,55,Female,PayPal,Standard,49.41,0,0.5203899175232299
ORD00000994,PROD00000994,Toys,164.31,USER00000994,City10,32,Female,Credit Card,Standard,44.72,0,0.5423818279260194
ORD00000996,PROD00000996,Clothing,103.24,USER00000996,City58,34,Female,Credit Card,Next-Day,10.76,0,0.5292623723337959
ORD00000998,PROD00000998,Electronics,355.25,USER00000998,City99,29,Female,Credit Card,Next-Day,44.2,1,0.5491687885951065
ORD00000999,PROD00000999,Toys,46.32,USER00000999,City67,19,Male,Gift Card,Standard,18.99,1,0.5174665652780776
ORD00001000,PROD00001000,Clothing,455.62,USER00001000,City93,28,Male,Gift Card,Next-Day,33.22,0,0.5461197505615983
ORD00001001,PROD00001001,Books,197.6,USER00001001,City23,51,Female,Gift Card,Standard,42.28,0,0.5284762578586343
ORD00001002,PROD00001002,Books,227.42,USER00001002,City56,39,Female,Debit Card,Standard,16.56,0,0.5083792471105013
ORD00001003,PROD00001003,Electronics,476.1,USER00001003,City32,38,Female,Credit Card,Next-Day,32.84,0,0.5222668748253175
ORD00001004,PROD00001004,Books,278.97,USER00001004,City88,44,Female,Credit Card,Next-Day,32.74,0,0.5239445504265914
ORD00001006,PROD00001006,Electronics,299.71,USER00001006,City68,39,Female,PayPal,Next-Day,41.87,1,0.5137596103269556
ORD00001007,PROD00001007,Toys,422.42,USER00001007,City16,26,Female,Gift Card,Next-Day,31.84,1,0.5256312668426176
ORD00001009,PROD00001009,Toys,61.53,USER00001009,City52,35,Male,Credit Card,Standard,38.87,1,0.5312380059576549
ORD00001010,PROD00001010,Electronics,70.46,USER00001010,City94,32,Male,Gift Card,Standard,44.07,0,0.5476797062813672
ORD00001011,PROD00001011,Electronics,449.09,USER00001011,City46,41,Female,Debit Card,Next-Day,33.63,0,0.5247259869688975
ORD00001013,PROD00001013,Electronics,332.82,USER00001013,City27,59,Male,Credit Card,Next-Day,24.84,0,0.5049623243794393
ORD00001017,PROD00001017,Toys,244.51,USER00001017,City17,28,Female,Credit Card,Standard,28.27,0,0.5183521031712541
ORD00001018,PROD00001018,Clothing,397.66,USER00001018,City44,64,Female,PayPal,Express,35.54,1,0.5017116195415309
ORD00001019,PROD00001019,Home,226.04,USER00001019,City35,61,Female,Debit Card,Express,42.02,0,0.5132310992644417
ORD00001020,PROD00001020,Toys,218.3,USER00001020,City55,40,Female,Credit Card,Standard,42.36,0,0.5302287811814256
ORD00001023,PROD00001023,Clothing,131.99,USER00001023,City68,22,Female,PayPal,Express,4.85,1,0.5038141372000108
ORD00001024,PROD00001024,Books,401.52,USER00001024,City14,49,Male,Credit Card,Next-Day,46.12,0,0.5416127049417164
ORD00001025,PROD00001025,Books,426.79,USER00001025,City18,19,Female,Gift Card,Next-Day,41.81,1,0.5477786627664324
ORD00001026,PROD00001026,Electronics,63.34,USER00001026,City67,63,Female,Gift Card,Standard,30.48,1,0.5161683064144592
ORD00001027,PROD00001027,Toys,52.7,USER00001027,City28,26,Female,Gift Card,Express,32.0,0,0.5278758611887572
ORD00001028,PROD00001028,Home,196.05,USER00001028,City88,31,Female,Credit Card,Express,21.17,0,0.5077633235623917
ORD00001029,PROD00001029,Clothing,249.08,USER00001029,City19,32,Male,Debit Card,Standard,31.22,1,0.549495940726444
ORD00001031,PROD00001031,Electronics,396.04,USER00001031,City49,42,Female,Gift Card,Express,30.61,1,0.5232540858490601
ORD00001032,PROD00001032,Books,446.07,USER00001032,City62,64,Male,Gift Card,Standard,37.85,1,0.5068380269716226
